mean,std,rms,peak,peak_to_peak,crest_factor,skewness,kurtosis,energy,dominant_freq,dominant_amp,spectral_centroid,band_0_100,band_100_300,band_300_1000,harmonic_150_amp,harmonic_250_amp,transient_800_amp,stft_mean,stft_max,stft_low_energy,stft_mid_energy,stft_high_energy,dwt_cA4_energy,dwt_cA4_std,dwt_cD4_energy,dwt_cD4_std,dwt_cD3_energy,dwt_cD3_std,dwt_cD2_energy,dwt_cD2_std,dwt_cD1_energy,dwt_cD1_std,label,sample_id
5.551115123125783e-18,0.7253563403020954,0.7253563403020954,1.0256037713078332,2.0512075426156664,1.4139309389358579,2.181811660938832e-17,-1.5000000000000002,673.461530133055,50.0,1.0258087740085373,50.00000000001339,1.0522836408328984,3.2457875341030516e-31,2.242901805426812e-30,8.903865878978766e-17,1.0075221567190114e-16,4.835592431737967e-17,0.00795200600006627,0.5129043870042688,6.7083082103097285,2.1796928782648098e-30,1.3540732532004864e-29,673.7919695987711,2.7990176002221845,0.3065626157282063,0.059683513985452685,0.10128039853495342,0.02465469474203923,0.01055129779341334,0.005696108785137945,3.287998228066601e-05,0.0002261311029180569,Normal,normal_010
3.3306690738754695e-17,0.7403901576806222,0.7403901576806222,1.046869701284975,2.09373940256995,1.4139432978998934,6.8386177299892344e-18,-1.4999999999999996,701.6673095556309,50.0,1.0470698024394904,50.000000000014154,1.0963551711806736,3.7433379319260434e-31,2.342727428214e-30,8.121392387921416e-17,8.617724693842631e-17,6.1881153411344e-17,0.008116820173949631,0.5235349012197453,6.989264216276794,2.7109315194299923e-30,1.4256956353743718e-29,704.5495101383325,2.8618311129914704,0.30884012748271383,0.059902714136650194,0.10280115471949222,0.02483939089914791,0.010917301548769765,0.005794046603106402,3.425542225588068e-05,0.00023081242091420093,Normal,normal_011
-6.661338147750939e-17,0.7267914670416757,0.7267914670416757,1.02776453268683,2.05552906537366,1.4141119967585996,2.5303979289390197e-16,-1.4999999999999996,676.1290708026768,50.0,1.0278383497073764,50.00000000001352,1.056451673129183,4.435818662901229e-31,2.2706550866619002e-30,1.2290088196608997e-16,9.826307801919178e-17,5.22512198236658e-17,0.007967739145018509,0.5139191748536882,6.73487941619854,2.4257802842389998e-30,1.3708454549032733e-29,676.1776902829728,2.804009280112842,0.30968542610111827,0.0599873353669783,0.10201873720592985,0.02474431751661489,0.010567556117634755,0.0057004995182815925,3.286331466919489e-05,0.00022607378014765034,Normal,normal_012
1.6653345369377347e-17,0.7047536007929779,0.7047536007929779,0.9966481297635706,1.9932962595271413,1.4141795496195313,1.5858727024386243e-17,-1.4999999999999996,635.747376423255,50.0,0.9966721003727035,50.000000000012605,0.9933552756613363,2.8954835668917514e-31,2.1445879360150438e-30,8.657377394275362e-17,8.695687497052257e-17,5.929340536486193e-17,0.00772614031296678,0.4983360501863518,6.332639882341017,2.183864519667449e-30,1.317302055657209e-29,635.7192366597195,2.7188386714624078,0.2924295104518675,0.0582926638361349,0.09604780037824741,0.024009211807269462,0.009895193829584106,0.005516175383404586,3.0712758896083494e-05,0.00021855156902948688,Normal,normal_013
-5.551115123125783e-18,0.6826613567378992,0.6826613567378992,0.9653537961885398,1.9307075923770796,1.4141034740857075,-8.724374101634573e-18,-1.4999999999999998,596.5139558185334,50.0,0.9654289492067546,50.00000000001118,0.9320530559664584,2.7159731114970337e-31,2.0012923045092e-30,6.209713940411517e-17,9.52973216886989e-17,4.0127617008488924e-17,0.007483945342688103,0.4827144746033774,5.941838231786173,1.8771582239084942e-30,1.2070813169579405e-29,597.8842659728369,2.636477279152476,0.266651972415493,0.055661898674565946,0.0885346678443231,0.023051363705037256,0.009332093575698674,0.0053569089668155725,2.9202911264086355e-05,0.00021311184449580373,Normal,normal_014
0.0,0.7244140792085734,0.7244140792085734,1.024465030746803,2.048930061493606,1.4141981225221671,-2.920448705274569e-17,-1.5000000000000007,671.7129704391746,50.0,1.0244762155907818,50.00000000001303,1.0495515163112101,3.247158857367539e-31,2.2517901710276614e-30,1.071418594555513e-16,1.0739835201948129e-16,5.437393148274636e-17,0.007941676089851111,0.512238107795391,6.690890916483964,2.4350242071510928e-30,1.3621749674406107e-29,674.9832494866716,2.8010658695425654,0.2938250625205938,0.05842812059056744,0.09787819636213699,0.02423737880181799,0.010422148047284266,0.005661125857006499,3.273300526941094e-05,0.00022562512182296583,Normal,normal_015
4.9960036108132046e-17,0.6947907741494224,0.6947907741494224,0.9823185860832377,1.9646371721664755,1.41383366421985,5.792768188691249e-17,-1.4999999999999991,617.8998013992366,50.0,0.9825825358138152,50.000000000011006,0.9654684396863074,3.4781830622572302e-31,2.0840535917124305e-30,8.668613158094596e-17,8.732915445157639e-17,5.4831909469235386e-17,0.007616918882277722,0.4912912679069077,6.15486130300021,2.486832849512303e-30,1.2519598150044661e-29,618.239031080816,2.681143404625645,0.28107079435395893,0.05714815430445127,0.0928836444439773,0.023610582172705744,0.009682040370382746,0.00545643203045263,3.0177344017296393e-05,0.00021663819095373582,Normal,normal_016
2.2204460492503132e-17,0.7049540519570876,0.7049540519570876,0.9968711016737253,1.9937422033474506,1.4140937255482195,1.5845202753713896e-17,-1.4999999999999998,636.1090756745166,50.0,0.9969555811275805,50.00000000001265,0.9939204307414318,3.7444016563049574e-31,2.123425141832395e-30,8.312654835674023e-17,9.035379797661702e-17,4.491291611015988e-17,0.007728337838198386,0.4984777905637905,6.33624274597663,2.1904265294429488e-30,1.2800705773938966e-29,636.1494332452753,2.7197483845052726,0.2914049996097773,0.058189929093167427,0.09598729518381267,0.024001718593174484,0.00994094862151073,0.0055289104535222846,3.0912622164008035e-05,0.00021926152802168727,Normal,normal_017
0.0,0.6809382798716878,0.6809382798716878,0.9629807824218345,1.925961564843669,1.414196867595517,1.7581542959931802e-17,-1.5,593.5064844731046,50.0,0.962992150533547,50.00000000001012,0.9273538819892257,2.625428160877283e-31,1.9687169371132522e-30,6.077509362631765e-17,1.011321518152359e-16,5.2662039116826303e-17,0.007465055430492696,0.4814960752667737,5.911880997681315,1.890519838966781e-30,1.1998065795625792e-29,594.105745117838,2.6282505124230067,0.26859377075934154,0.05586494763797292,0.08891246190080371,0.023100391620669795,0.009302956022487163,0.005348544253948632,2.90347947233269e-05,0.00021249753350614228,Normal,normal_018
4.4408920985006264e-17,0.6877963560700707,0.6877963560700707,0.9725796839876405,1.945159367975281,1.4140518125791623,1.7060848337129947e-17,-1.5,605.5216991017824,50.0,0.9726909349050883,50.00000000001068,0.9461276548465347,3.2432857792171186e-31,2.0190965312978722e-30,7.699493834106074e-17,7.445008641193449e-17,7.095103586657873e-17,0.0075402398054658865,0.48634546745254426,6.03156379964666,2.367047944381504e-30,1.236626550345503e-29,606.8538935116013,2.656189190608998,0.2709151442800789,0.05610513750553677,0.08993427317454698,0.023232847003002276,0.009475153976560872,0.005397813641160602,2.9645579793872247e-05,0.00021472098352962773,Normal,normal_019
2.2204460492503132e-17,0.7026627507515538,0.7026627507515538,0.9935639316193907,1.9871278632387814,1.4139982951355838,0.0,-1.5000000000000002,631.9807248559875,50.0,0.9937151918872331,50.00000000001156,0.9874698825874806,3.3981625916289004e-31,2.0945953005672096e-30,1.07916760697092e-16,8.163869583300418e-17,6.531957228758786e-17,0.007703218541761585,0.4968575959436166,6.295120501495187,2.463939105426576e-30,1.2806120011716039e-29,634.2149168849346,2.7152827986840626,0.2794959918528474,0.05698612949516632,0.09297110319942035,0.023621928708242836,0.009852101765160916,0.005504132610947345,3.088919871199254e-05,0.00021917844165815573,Normal,normal_020
0.0,0.7212676623526281,0.7212676623526281,1.0199583476386975,2.039916695277395,1.4141190585342303,1.4794178361733795e-17,-1.5,665.8906121671996,50.0,1.0200265102002246,50.00000000001302,1.0404540815112489,3.8125310734668036e-31,2.2029732054149213e-30,6.476015914895964e-17,7.252619848283511e-17,5.452166824245946e-17,0.007907182249614234,0.5100132551001125,6.632894769634214,2.2739383655410835e-30,1.346462537804123e-29,666.124194489422,2.7830590968218414,0.30366178475887035,0.059400626069268936,0.10024895455386812,0.024528809920500556,0.010428117605009017,0.0056627628363691675,3.2478616648961226e-05,0.00022474667490592458,Normal,normal_021
-5.551115123125783e-18,0.7306010970547716,0.7306010970547716,1.0331532471714855,2.066306494342971,1.4141140101417313,-7.117201776280736e-18,-1.499999999999999,683.2357926625739,50.0,1.03322598013952,50.00000000001347,1.0675559260352718,2.998492837412423e-31,2.286519103275048e-30,8.577917428263833e-17,9.057946145692725e-17,7.27657477383275e-17,0.00800950372201187,0.5166129900697601,6.805669028474859,2.145274114081563e-30,1.3800310406284814e-29,685.480114217665,2.8229165288490767,0.3028036036891213,0.05931474727364988,0.10069136494124369,0.024583131757762965,0.010659601508962023,0.005725256932418051,3.340900858996323e-05,0.00022794302509718505,Normal,normal_022
-4.4408920985006264e-17,0.699150301064761,0.699150301064761,0.9887252930103674,1.9774505860207348,1.4141813162394241,1.6243087624145317e-17,-1.5,625.6782636530506,50.0,0.9887478379030172,50.00000000001175,0.9776222869578912,4.509745165064581e-31,2.1036251881779683e-30,9.228923602447036e-17,9.538309663628127e-17,4.917955520547676e-17,0.007664711921728901,0.4943739189515088,6.232342079356559,2.192525534536746e-30,1.263701272920745e-29,625.853741863591,2.6976295588843215,0.285601275875744,0.057607189287783654,0.0942465460261859,0.02378313269082405,0.00979530731427802,0.005488257640429418,3.049833362923377e-05,0.00021778730913091696,Normal,normal_023
-1.1102230246251566e-17,0.7200111620262236,0.7200111620262236,1.0179811216404373,2.035962243280874,1.4138407504326267,0.0,-1.4999999999999996,663.5725740062117,50.0,1.0182495503974978,50.00000000001285,1.0368321468847064,3.4352103453321602e-31,2.2148066597331102e-30,9.820611820168998e-17,8.707167899279823e-17,5.231169685408959e-17,0.007893407367422549,0.5091247751987489,6.60980493639,2.189926480590659e-30,1.3302865320375115e-29,663.5714158505908,2.777755199813686,0.3044585924139836,0.05947915719835943,0.10019130819862873,0.0245216703613291,0.010357820409820126,0.005643648050651329,3.2188385311336796e-05,0.00022374024495961295,Normal,normal_024
1.6653345369377347e-17,0.6858870866857164,0.6858870866857164,0.9699907598895214,1.9399815197790429,1.4142134743711414,8.601859789882086e-18,-1.4999999999999998,602.1646024732408,50.0,0.9699908202475106,50.000000000010914,0.9408821913644384,3.137971793460068e-31,2.0082275143635706e-30,1.18851563316658e-16,5.3631921689389473e-17,6.336863981746578e-17,0.007519308684089316,0.48499541012375547,5.998123969948297,2.378652379137276e-30,1.2232914390548951e-29,602.1455441067245,2.6460698411011934,0.27720294446369,0.05675488042918008,0.09097763675518504,0.023366905485355232,0.009360511520170702,0.00536507468672876,2.9039550757805252e-05,0.00021251493682658304,Normal,normal_025
1.6653345369377347e-17,0.7273953984884967,0.7273953984884967,1.0285588317110026,2.057117663422005,1.4140298850486261,2.884686231565352e-17,-1.5000000000000004,677.2532041500656,50.0,1.0286924377502136,50.00000000001366,1.0582081314844771,3.377724673765946e-31,2.2597920224987265e-30,9.355168854066745e-17,1.0406559020530866e-16,6.847742097002136e-17,0.007974359982559886,0.5143462188751071,6.746076838213545,2.542576713367058e-30,1.376120432609547e-29,678.7189012751348,2.8090692544106575,0.30310672036569786,0.0593449696826023,0.10061403153603565,0.02457361484177869,0.010598461974246826,0.0057088177756897075,3.315805126164145e-05,0.00022708529533065807,Normal,normal_026
6.661338147750939e-17,0.7216141642356861,0.7216141642356861,1.0204911162343635,2.040982232468727,1.4141783335334408,-2.8068466604458625e-16,-1.4999999999999993,666.5305625927269,50.0,1.0205165378626335,50.00000000001299,1.041454004051136,3.5753283022119684e-31,2.2295668034689667e-30,8.888457935102518e-17,7.448895823726094e-17,7.729678152023814e-17,0.007910980913663915,0.510258268931317,6.639269275825995,2.571139767637255e-30,1.3598479237309034e-29,668.5810515247304,2.787922995239102,0.29592581494025216,0.058637341875941384,0.09837601358315667,0.024298836311921455,0.010405572146240211,0.005656626760570391,3.260281308734585e-05,0.0002251759743410434,Normal,normal_027
6.106226635438361e-17,0.7042016878148845,0.7042016878148845,0.9957974602707311,1.9915949205414623,1.414079911337965,-3.6560900610126735e-16,-1.5,634.752021915305,50.0,0.9958915775538341,50.00000000001193,0.9918000342426643,3.4436771135192933e-31,2.1098525377964607e-30,5.852320400200751e-17,7.908810724273373e-17,7.678814856925533e-17,0.00772008974847942,0.49794578877691714,6.322725218296986,2.520030581668763e-30,1.2781121099319905e-29,635.7202617646674,2.7186927539907217,0.28578095220322375,0.05762427437875309,0.09473509246929665,0.02384483490072101,0.009945092529531966,0.005530053726598354,3.10757950684595e-05,0.00021983945459831526,Normal,normal_028
-1.1102230246251566e-17,0.6816365826637791,0.6816365826637791,0.9637655116958735,1.9275310233917469,1.4138993361068506,0.0,-1.5000000000000002,594.7243914567105,50.0,0.9639796998127655,50.00000000000989,0.9292568616511095,2.8160749638176506e-31,1.960260874533447e-30,8.083172630534039e-17,7.038779094849273e-17,4.4257854674045165e-17,0.007472710851261835,0.481989849906383,5.924012493025827,1.95767225575329e-30,1.1963203444267367e-29,594.7103826315293,2.6296819212251963,0.2730674858103866,0.05632956181282149,0.0898165975462791,0.023217374438556378,0.009276856221226624,0.005341044469578783,2.8819792186153125e-05,0.00021170929988469138,Normal,normal_029
2.7755575615628914e-17,0.7190146688119418,0.7190146688119418,1.0168233062628371,2.0336466125256742,1.4141899329280208,3.733421214270629e-17,-1.5000000000000004,661.7370802774353,50.0,1.0168402961790473,50.00000000001262,1.0339641879334927,3.5793888814435197e-31,2.2086435957488073e-30,6.254048111979216e-17,9.062618933946804e-17,4.2172267852254825e-17,0.007882482916116733,0.5084201480895237,6.591521698076017,2.2396381283829645e-30,1.340146549369716e-29,662.3900751754688,2.77518625363009,0.2995437838142505,0.05899588384907194,0.09915066305721969,0.024394155852465432,0.010372479944410285,0.005647632386026522,3.2370905536969373e-05,0.00022437369384334995,Normal,normal_030
-2.7755575615628914e-17,0.711719670513653,0.711719670513653,1.0065159073470868,2.0130318146941737,1.4142027388666427,-2.3096415622528462e-17,-1.4999999999999993,648.3774584269604,50.0,1.0065236106481188,50.00000000001423,1.0130897787921258,4.173142756554714e-31,2.2589652786633857e-30,7.511968072401414e-17,1.2104698492057797e-16,4.3011037060180765e-17,0.00780250860967543,0.5032618053240595,6.458447339799804,2.2695577260660263e-30,1.3691574838151956e-29,650.2859516785935,2.7495266090297177,0.2881952510439854,0.057866432112851425,0.0957877307751718,0.023977044992772714,0.010126123587802606,0.005580153973283688,3.172086259667637e-05,0.00022210943527681097,Normal,normal_031
0.0,0.7166328049487952,0.7166328049487952,1.0134136440275554,2.026827288055111,1.41413236601491,-3.016617009255644e-17,-1.4999999999999998,657.3600987248358,50.0,1.0134718320000593,50.00000000001262,1.0271251542575563,2.9841282367252658e-31,2.2037530965222894e-30,7.185099750048291e-17,9.748201413425066e-17,6.379141134973904e-17,0.007856370790698218,0.5067359160000297,6.547922858391919,2.0991171890181585e-30,1.333650396505135e-29,658.303037318172,2.7665683481523162,0.2962205961833695,0.05866740523104444,0.09817394845298165,0.024273749588390823,0.01030053242750188,0.00562800923780035,3.218022447849225e-05,0.0002237118803489343,Normal,normal_032
-3.8857805861880476e-17,0.7112933596723359,0.7112933596723359,1.0058716460886736,2.0117432921773473,1.4141445753839512,-1.5425312500895605e-17,-1.4999999999999998,647.6009516978675,50.0,1.0059207160745411,50.00000000001223,1.0118764870279175,3.994813674190335e-31,2.1681233195467868e-30,1.0189655855306423e-16,1.2109414998623778e-16,4.225290349858966e-17,0.007797835008329864,0.5029603580372708,6.450712604802977,2.3323798224442593e-30,1.3155253366622997e-29,647.8116683938638,2.744540164182254,0.295423032712393,0.05858930688137723,0.0975146402420077,0.024191978507486767,0.010140635318531602,0.00558416202680037,3.157984635425543e-05,0.00022161518759589025,Normal,normal_033
-5.551115123125783e-18,0.6739305921076677,0.6739305921076677,0.9530054485564327,1.9060108971128653,1.4141002941780179,1.813571662323024e-17,-1.5000000000000007,581.3535270125972,50.0,0.9530817834567943,50.00000000000967,0.9083648859571837,2.7576431239288603e-31,1.934023696965043e-30,7.990899611279104e-17,9.463391503710898e-17,5.0839217432711326e-17,0.007388230879510112,0.4765408917283971,5.790826147977043,1.8769489631729384e-30,1.1794320040441888e-29,581.8324493396323,2.600977863204597,0.26361731506994196,0.055345138439244664,0.08721109937413667,0.022878289483373632,0.009112265146169312,0.005293444403736077,2.8425492317855482e-05,0.0002102560548008726,Normal,normal_034
0.0,0.6869248698561586,0.6869248698561586,0.9712959077806744,1.9425918155613489,1.4139769142186522,-8.562932451113539e-18,-1.4999999999999998,603.9881943384325,50.0,0.9714584672819528,50.00000000001,0.943731553653801,2.8354109856644967e-31,2.008676608422272e-30,6.575484206938489e-17,1.0102905424060777e-16,5.1445073059646254e-17,0.007530685792883437,0.4857292336409765,6.016288654542982,1.9633966807398997e-30,1.2156749409282788e-29,604.411323740518,2.650976285073444,0.2742573074935663,0.0564510985795008,0.09068948156485093,0.02333006102428563,0.009466179932004205,0.005395262902121371,2.951889376986971e-05,0.00021426170306753167,Normal,normal_035
-3.8857805861880476e-17,0.7320961521465561,0.7320961521465561,1.0353315000640593,2.0706630001281185,1.4142015321716719,-4.244212461448461e-17,-1.5,686.0349132643756,50.0,1.0353403073268166,50.00000000001335,1.071929551975587,3.116535575533108e-31,2.282804580565438e-30,8.44125277869737e-17,9.488285355226033e-17,6.459422688573498e-17,0.008025893855246729,0.5176701536634083,6.833550893844366,2.3220780881810072e-30,1.3893579913401295e-29,686.1355432415463,2.824573371484496,0.31379574061917226,0.0603839656825558,0.10344857467924613,0.02491713530534948,0.010730779089615304,0.0057443538703596305,3.3387727218798815e-05,0.00022787041424326865,Normal,normal_036
-4.9960036108132046e-17,0.6758740685282307,0.6758740685282307,0.9558165225516231,1.9116330451032462,1.4141932159515678,1.7979718255175654e-17,-1.4999999999999998,584.7113683313964,50.0,0.9558302741689065,50.000000000010075,0.9136115130178071,3.6211179667306136e-31,1.9699862122083412e-30,1.0004200262132004e-16,1.164281641627884e-16,4.156456867347318e-17,0.007409537009061375,0.4779151370844533,5.824273395488521,2.0849996518253062e-30,1.1908924552580994e-29,584.8642255413974,2.607796517584193,0.2669742090275799,0.05569695593153972,0.08808882183697159,0.022993054902894876,0.009153042921632163,0.005305278903028707,2.849606873242533e-05,0.0002105169107739878,Normal,normal_037
7.771561172376095e-17,0.6925116558303064,0.6925116558303064,0.9792227454106459,1.9584454908212918,1.4140162655243185,-3.9279579861272663e-16,-1.5000000000000002,613.8526636298659,50.0,0.9793593757766683,50.00000000001066,0.9591447869216654,3.268004438236848e-31,2.0585401339814097e-30,8.146676918882043e-17,8.274148096984097e-17,5.976014157522093e-17,0.007591933145555654,0.4896796878883344,6.114548016625617,2.3754844543932177e-30,1.2437647745092704e-29,615.1682045517631,2.6743283761908763,0.27478411047615453,0.056504367803562994,0.09120894252824929,0.02339690729235885,0.009606746648013535,0.005435167490465365,3.0054272541570726e-05,0.00021619598469211116,Normal,normal_038
2.7755575615628914e-17,0.7111395633531657,0.7111395633531657,1.005673461243036,2.011346922486072,1.4141717224951875,2.3152983964647474e-17,-1.5,647.320932564648,50.0,1.0057032152341279,50.00000000001287,1.0114389571322626,3.2876740420118444e-31,2.1727186363740358e-30,9.816677368301668e-17,1.2796021864459492e-16,6.007864608698758e-17,0.007796148955303404,0.502851607617064,6.447923351718174,2.4155757621536906e-30,1.308863105449382e-29,649.3298758108773,2.7474894082443253,0.2873304050194678,0.05777946963353435,0.09552225837261033,0.02394380607716925,0.010104861616939659,0.005574292075753274,3.166190781991102e-05,0.0002219029386542044,Normal,normal_039
-1.6653345369377347e-17,0.718725503047174,0.718725503047174,1.016253210945382,2.032506421890764,1.4139657026714212,7.475858488237104e-18,-1.4999999999999996,661.2049263749291,50.0,1.016431354032739,50.000000000012875,1.0331326974608273,2.929824304044792e-31,2.205601293539369e-30,1.078819806674173e-16,9.047270051082851e-17,7.479224656670869e-17,0.007879312821959304,0.5082156770163695,6.586220946312773,2.1987911087381283e-30,1.333006340559442e-29,661.6622011543246,2.773689514402173,0.3002687773150858,0.059067479760336675,0.09928727606712293,0.02441092260840959,0.010362826782268776,0.00564500534882487,3.231407155254277e-05,0.00022417663952840834,Normal,normal_040
6.661338147750939e-17,0.7293113755293638,0.7293113755293638,1.0312437834613144,2.062487566922629,1.4139965699991748,-1.8603070148561856e-16,-1.4999999999999998,680.8257055699618,50.0,1.0314020384666034,50.0000000000137,1.0637901649530648,3.8147307223277454e-31,2.2714596893582243e-30,7.526145140654222e-17,8.609302952790818e-17,6.212797382648876e-17,0.007995364639276087,0.5157010192333019,6.781662301575789,2.7134062803798565e-30,1.3757968558657662e-29,680.8463330205686,2.8136767687888344,0.31211561796123394,0.06022234948492069,0.10276518584789639,0.024834662989512254,0.010634307866524686,0.005718475937127862,3.30591635581747e-05,0.00022674642270921968,Normal,normal_041
